person_a,person_b,ok,byte_errors
Winona_Ryder,Adrien_Brody,0,32
Jimmy_Carter,Chanda_Rubin,0,32
Eduardo_Duhalde,Gwyneth_Paltrow,0,32
LeBron_James,Elizabeth_Hurley,0,31
Kristanna_Loken,Laura_Bush,0,32
Bill_McBride,Dick_Cheney,0,32
Al_Gore,Rick_Perry,0,32
George_W_Bush,John_Howard,0,32
Albert_Costa,Jeong_Se-hyun,0,32
Silvan_Shalom,Diana_Krall,0,32
Zhu_Rongji,Fidel_Castro,0,32
George_HW_Bush,Cameron_Diaz,0,32
Ann_Veneman,Rick_Perry,0,32
Cesar_Gaviria,Bernard_Law,0,31
Fernando_Henrique_Cardoso,Hu_Jintao,0,32
Princess_Caroline,Costas_Simitis,0,32
Silvan_Shalom,Ana_Guevara,0,32
Arnoldo_Aleman,Walter_Mondale,0,31
Pervez_Musharraf,Kevin_Spacey,0,32
Tim_Robbins,John_Allen_Muhammad,0,32
Tommy_Haas,Tom_Crean,0,32
Leonid_Kuchma,Enrique_Bolanos,0,32
Scott_Peterson,Naomi_Watts,0,32
Ludivine_Sagnier,Dennis_Hastert,0,32
Justin_Timberlake,Sourav_Ganguly,0,32
Lindsay_Davenport,Norah_Jones,0,32
Carlos_Moya,Roman_Polanski,0,32
Michael_Bloomberg,Habib_Rizieq,0,32
Pamela_Anderson,Serena_Williams,0,31
Jacques_Chirac,Tom_Daschle,0,32
Elizabeth_Hurley,Luis_Ernesto_Derbez_Bautista,0,31
Tim_Robbins,Steve_Nash,0,32
Cesar_Gaviria,Arnold_Schwarzenegger,0,32
Ana_Guevara,Valery_Giscard_dEstaing,0,32
Saddam_Hussein,Charlton_Heston,0,32
Costas_Simitis,JK_Rowling,0,32
Vojislav_Kostunica,Mike_Krzyzewski,0,32
Tom_Daschle,Luiz_Inacio_Lula_da_Silva,0,32
Diana_Krall,Bill_Simon,0,32
Gregg_Popovich,Walter_Mondale,0,31
Pierce_Brosnan,Winona_Ryder,0,32
Chanda_Rubin,Taha_Yassin_Ramadan,0,32
Bill_Simon,Elsa_Zylberstein,0,32
Joseph_Biden,Hitomi_Soga,0,32
Tang_Jiaxuan,Nestor_Kirchner,0,32
Roger_Moore,Ashanti,0,32
Bill_Graham,Roman_Polanski,0,32
Jon_Gruden,Dennis_Kucinich,0,32
Vincent_Brooks,Antonio_Palocci,0,32
Marco_Antonio_Barrera,Maria_Shriver,0,32
Rick_Perry,Megawati_Sukarnoputri,0,32
Salma_Hayek,Jean_Charest,0,32
Maria_Shriver,Nestor_Kirchner,0,31
Sophia_Loren,Brad_Johnson,0,32
Princess_Caroline,Saddam_Hussein,0,32
Lucio_Gutierrez,Carrie-Anne_Moss,0,32
Hamid_Karzai,Vicente_Fernandez,0,32
Ai_Sugiyama,Kevin_Spacey,0,32
Yoriko_Kawaguchi,Sergey_Lavrov,0,32
Juan_Pablo_Montoya,Igor_Ivanov,0,32
Jason_Kidd,Antonio_Banderas,0,32
Ron_Dittemore,Martha_Stewart,0,32
Dominique_de_Villepin,Tom_Cruise,0,32
Antonio_Banderas,Carmen_Electra,0,32
Albert_Costa,Roh_Moo-hyun,0,32
James_Blake,Paul_Martin,0,32
Pedro_Malan,Steven_Spielberg,0,31
Junichiro_Koizumi,James_Wolfensohn,0,32
Edmund_Stoiber,Roh_Moo-hyun,0,32
Michael_Bloomberg,George_W_Bush,0,31
Bill_Gates,John_Bolton,0,32
Michael_Phelps,Natalie_Coughlin,0,31
Angela_Merkel,George_HW_Bush,0,32
Naji_Sabri,Paul_ONeill,0,32
John_Howard,Al_Gore,0,32
Susan_Sarandon,Edward_Lu,0,32
George_Lopez,Juan_Pablo_Montoya,0,32
Arminio_Fraga,Li_Peng,0,32
John_Stockton,Robert_Mueller,0,31
Luis_Horna,Celine_Dion,0,32
Alan_Greenspan,Junichiro_Koizumi,0,32
Tommy_Thompson,George_Clooney,0,32
Xanana_Gusmao,Mick_Jagger,0,32
Boris_Becker,Romano_Prodi,0,32
Steffi_Graf,Billy_Crystal,0,32
Gloria_Macapagal_Arroyo,Ben_Affleck,0,32
Sergio_Vieira_De_Mello,Silvan_Shalom,0,32
Jacques_Rogge,Jack_Straw,0,32
Kevin_Spacey,Catherine_Zeta-Jones,0,32
Laura_Bush,Kim_Ryong-sung,0,32
Nicanor_Duarte_Frutos,Ian_Thorpe,0,32
Hugh_Grant,Dominique_de_Villepin,0,32
Kamal_Kharrazi,Andy_Roddick,0,31
Junichiro_Koizumi,Colin_Montgomerie,0,31
Pervez_Musharraf,John_Snow,0,32
Tung_Chee-hwa,Carlos_Menem,0,32
Claudia_Pechstein,Mohammad_Khatami,0,32
John_Abizaid,John_Manley,0,32
Gloria_Macapagal_Arroyo,Paul_Wolfowitz,0,32
Martin_McGuinness,Joan_Laporta,0,32
Howard_Dean,Muhammad_Saeed_al-Sahhaf,0,32
John_Allen_Muhammad,William_Donaldson,0,32
Yasser_Arafat,Amelia_Vega,0,31
George_Pataki,Lucy_Liu,0,31
Silvan_Shalom,Hillary_Clinton,0,32
Taha_Yassin_Ramadan,Jesse_Jackson,0,32
Mike_Weir,Dennis_Kucinich,0,32
Norm_Coleman,Muhammad_Saeed_al-Sahhaf,0,32
Jeong_Se-hyun,Javier_Solana,0,32
Carlos_Moya,Martin_McGuinness,0,31
Nick_Nolte,Vladimir_Putin,0,32
Queen_Elizabeth_II,Jiang_Zemin,0,32
Guillermo_Coria,Colin_Farrell,0,32
Bob_Hope,Catherine_Deneuve,0,32
Vincent_Brooks,Muhammad_Ali,0,32
Muhammad_Saeed_al-Sahhaf,Kristanna_Loken,0,32
Jean-Pierre_Raffarin,Alastair_Campbell,0,31
Jon_Gruden,Martin_Scorsese,0,32
Tommy_Franks,Pervez_Musharraf,0,32
Boris_Becker,David_Nalbandian,0,31
Keanu_Reeves,James_Kelly,0,32
Michelle_Yeoh,Robert_Zoellick,0,32
Paul_Martin,Ariel_Sharon,0,32
Norah_Jones,Clara_Harris,0,32
Romano_Prodi,Gerry_Adams,0,32
Gray_Davis,Gloria_Macapagal_Arroyo,0,32
Costas_Simitis,Sergei_Ivanov,0,32
David_Beckham,Tom_Hanks,0,32
Nick_Nolte,Victoria_Clarke,0,32
Andre_Agassi,Jean_Chretien,0,32
Allyson_Felix,Hosni_Mubarak,0,32
Robert_Kocharian,Bill_Clinton,0,32
Dennis_Hastert,Fernando_Henrique_Cardoso,0,31
Carlos_Menem,Tommy_Franks,0,32
Gwyneth_Paltrow,John_McCain,0,32
Bill_Gates,David_Trimble,0,31
Tom_Ridge,Meryl_Streep,0,32
Kalpana_Chawla,Lleyton_Hewitt,0,32
Liza_Minnelli,Julie_Gerberding,0,32
Paul_Burrell,Christine_Baumgartner,0,32
George_W_Bush,Martina_McBride,0,32
John_Howard,Madonna,0,32
Bill_Frist,James_Wolfensohn,0,32
Gregg_Popovich,Robert_Redford,0,32
Michael_Chiklis,Gerhard_Schroeder,0,31
King_Abdullah_II,Tim_Henman,0,32
Jim_Furyk,Robert_Blake,0,32
Christine_Baumgartner,Yao_Ming,0,32
Tom_Daschle,Wen_Jiabao,0,32
Paul_ONeill,Michael_Chang,0,32
Kurt_Warner,Jim_Furyk,0,31
George_HW_Bush,Recep_Tayyip_Erdogan,0,32
Luis_Gonzalez_Macchi,Jacques_Chirac,0,32
Sergio_Vieira_De_Mello,Jiang_Zemin,0,32
George_HW_Bush,William_Ford_Jr,0,32
Natalie_Maines,Denzel_Washington,0,31
Elsa_Zylberstein,Sergio_Vieira_De_Mello,0,31
Queen_Elizabeth_II,Wayne_Ferreira,0,32
Christine_Baumgartner,Hans_Blix,0,32
James_Blake,Geoff_Hoon,0,32
Tim_Robbins,Kofi_Annan,0,31
Michelle_Kwan,Gerhard_Schroeder,0,32
Susan_Sarandon,Tony_Blair,0,32
Mireya_Moscoso,Elsa_Zylberstein,0,32
Adrien_Brody,Yao_Ming,0,32
Thomas_OBrien,Robert_Blake,0,32
Hosni_Mubarak,Paul_McCartney,0,32
Celine_Dion,Salma_Hayek,0,32
Mahmoud_Abbas,Lucio_Gutierrez,0,32
Robert_Duvall,Vaclav_Havel,0,32
Ann_Veneman,Silvan_Shalom,0,32
Alejandro_Toledo,Allyson_Felix,0,32
Gwyneth_Paltrow,James_Blake,0,32
Rudolph_Giuliani,Jelena_Dokic,0,32
Marco_Antonio_Barrera,Jon_Gruden,0,32
Michael_Bloomberg,Guillermo_Coria,0,32
Luiz_Inacio_Lula_da_Silva,Roger_Federer,0,32
Marco_Antonio_Barrera,Mireya_Moscoso,0,32
Kim_Dae-jung,Taha_Yassin_Ramadan,0,32
Condoleezza_Rice,Thomas_OBrien,0,32
Ludivine_Sagnier,Sourav_Ganguly,0,32
Roy_Moore,Chen_Shui-bian,0,32
Abdullah_Gul,Kim_Clijsters,0,32
Gwyneth_Paltrow,Angela_Bassett,0,32
Clara_Harris,Tommy_Franks,0,32
Jimmy_Carter,Steve_Lavin,0,32
Taha_Yassin_Ramadan,Bob_Graham,0,32
Jennifer_Garner,Habib_Rizieq,0,32
Princess_Caroline,Naji_Sabri,0,32
Leonardo_DiCaprio,Bill_Simon,0,32
Tommy_Thompson,John_Allen_Muhammad,0,32
Mark_Philippoussis,Tommy_Thompson,0,32
Andy_Roddick,Jean_Chretien,0,32
Angela_Merkel,Colin_Montgomerie,0,32
Gerhard_Schroeder,Bill_Gates,0,32
Pedro_Malan,Xavier_Malisse,0,32
John_Snow,John_Manley,0,32
Mahmoud_Abbas,Valentino_Rossi,0,31
Steven_Spielberg,Fernando_Gonzalez,0,32
Sharon_Stone,Richard_Gere,0,31
Meryl_Streep,Ron_Dittemore,0,32
Bill_Gates,Martha_Stewart,0,32
Donald_Rumsfeld,Geoff_Hoon,0,32
Victoria_Clarke,Michael_Douglas,0,32
Mike_Martz,Gerry_Adams,0,31
Leonardo_DiCaprio,Edward_Lu,0,32
Trent_Lott,Jiang_Zemin,0,32
Allyson_Felix,Fernando_Gonzalez,0,32
Arnold_Schwarzenegger,Gray_Davis,0,32
Heizo_Takenaka,Jim_Furyk,0,31
Russell_Simmons,Kate_Hudson,0,32
George_Lopez,Mick_Jagger,0,32
Vicente_Fox,Bob_Hope,0,32
Nancy_Pelosi,John_Howard,0,32
Mireya_Moscoso,Sergio_Vieira_De_Mello,0,32
Jennifer_Capriati,Tom_Cruise,0,32
Jan_Ullrich,Bill_McBride,0,32
James_Blake,Habib_Rizieq,0,32
Xanana_Gusmao,Silvio_Berlusconi,0,32
George_Lopez,Denzel_Washington,0,32
Bill_Graham,Leonid_Kuchma,0,32
Joseph_Biden,Justine_Pasek,0,32
Venus_Williams,James_Blake,0,32
Edmund_Stoiber,Silvan_Shalom,0,31
Michael_Douglas,Brad_Johnson,0,32
Jennifer_Garner,Hosni_Mubarak,0,32
Sean_OKeefe,Sergei_Ivanov,0,32
Clint_Eastwood,Yoriko_Kawaguchi,0,32
Gene_Robinson,Maria_Shriver,0,32
Yoriko_Kawaguchi,Ashanti,0,31
Larry_Brown,Silvan_Shalom,0,32
Clay_Aiken,Steven_Spielberg,0,32
Ari_Fleischer,Donald_Rumsfeld,0,32
Bertie_Ahern,Antonio_Palocci,0,32
Bertie_Ahern,Nestor_Kirchner,0,30
Russell_Simmons,Serena_Williams,0,32
Jiri_Novak,Oswaldo_Paya,0,32
Emma_Watson,Robert_Redford,0,32
Yoriko_Kawaguchi,Abdullah_Gul,0,32
Guillermo_Coria,Yasser_Arafat,0,32
John_Snow,Lucio_Gutierrez,0,31
Robert_Zoellick,Hamid_Karzai,0,32
Claudia_Pechstein,Jiang_Zemin,0,31
Meryl_Streep,Michael_Douglas,0,32
Paul_McCartney,Alvaro_Uribe,0,32
Xavier_Malisse,Howard_Dean,0,31
Carlos_Menem,Antonio_Banderas,0,32
Jackie_Chan,Silvio_Berlusconi,0,32
Michael_Douglas,Catherine_Deneuve,0,32
Carlos_Moya,Tim_Robbins,0,32
Andre_Agassi,Gloria_Macapagal_Arroyo,0,32
Mike_Krzyzewski,Charles_Taylor,0,32
Elsa_Zylberstein,Ali_Naimi,0,32
Tony_Stewart,Sourav_Ganguly,0,32
Gil_de_Ferran,Carla_Del_Ponte,0,32
John_Ashcroft,Sergey_Lavrov,0,32
Robert_Mueller,Gordon_Brown,0,32
Bob_Graham,Ann_Veneman,0,32
Al_Gore,Ralf_Schumacher,0,32
David_Nalbandian,Andy_Roddick,0,32
Rob_Marshall,Alvaro_Uribe,0,32
Luis_Ernesto_Derbez_Bautista,David_Anderson,0,32
Rainer_Schuettler,Jiang_Zemin,0,32
Juan_Carlos_Ferrero,Jesse_Jackson,0,30
Bertie_Ahern,Tom_Cruise,0,32
Michael_Powell,Boris_Becker,0,32
James_Kelly,King_Abdullah_II,0,32
Justine_Pasek,Billy_Crystal,0,32
Bill_McBride,JK_Rowling,0,32
George_HW_Bush,Robert_Duvall,0,32
Maria_Shriver,Elizabeth_Smart,0,32
Richard_Armitage,Bertie_Ahern,0,32
Paul_Burrell,Nicole_Kidman,0,32
Roger_Federer,Christine_Todd_Whitman,0,30
Richard_Armitage,Jay_Garner,0,32
Luiz_Inacio_Lula_da_Silva,Yao_Ming,0,32
Sourav_Ganguly,Prince_Charles,0,32
Luis_Gonzalez_Macchi,Paul_McCartney,0,32
Robert_Duvall,Heidi_Klum,0,32
David_Beckham,Robert_Zoellick,0,32
Mike_Weir,Tommy_Thompson,0,32
Condoleezza_Rice,Ai_Sugiyama,0,31
Clara_Harris,Ali_Naimi,0,32
Enrique_Bolanos,Bill_Gates,0,32
Paradorn_Srichaphan,Geoff_Hoon,0,32
Fidel_Castro,Boris_Becker,0,31
Abdullah_Gul,Donald_Rumsfeld,0,32
Mark_Philippoussis,Lance_Armstrong,0,32
Meryl_Streep,Ai_Sugiyama,0,32
Joseph_Biden,Maria_Shriver,0,31
Condoleezza_Rice,Jennifer_Capriati,0,32
Arnoldo_Aleman,Jonathan_Edwards,0,32
Nicole_Kidman,Zinedine_Zidane,0,32
John_Abizaid,Jay_Garner,0,32
Queen_Elizabeth_II,Chanda_Rubin,0,32
Jose_Manuel_Durao_Barroso,Habib_Rizieq,0,32
Marco_Antonio_Barrera,Paul_Martin,0,32
Kim_Dae-jung,Catherine_Zeta-Jones,0,32
Yao_Ming,John_Travolta,0,32
Fernando_Henrique_Cardoso,Britney_Spears,0,30
Queen_Rania,Tom_Harkin,0,32
Nicanor_Duarte_Frutos,Sergio_Vieira_De_Mello,0,32
Liza_Minnelli,Paul_Wolfowitz,0,32
Tommy_Haas,Gil_de_Ferran,0,32
Al_Sharpton,Juan_Carlos_Ferrero,0,32
Victoria_Clarke,Jim_Furyk,0,32
Justine_Pasek,Boris_Becker,0,32
King_Abdullah_II,Claudia_Pechstein,0,32
Martin_McGuinness,Oswaldo_Paya,0,32
Naji_Sabri,Goldie_Hawn,0,32
Robert_Mueller,Benazir_Bhutto,0,31
Michael_Phelps,Lance_Bass,0,32
Joan_Laporta,Ciro_Gomes,0,32
Luiz_Inacio_Lula_da_Silva,Leonardo_DiCaprio,0,31
Cameron_Diaz,Jennifer_Capriati,0,32
Carlos_Menem,Sarah_Jessica_Parker,0,32
Rob_Marshall,Luiz_Inacio_Lula_da_Silva,0,32
Yasser_Arafat,Antonio_Palocci,0,32
Sheryl_Crow,Jose_Manuel_Durao_Barroso,0,32
Hamid_Karzai,Pedro_Malan,0,32
Arnold_Schwarzenegger,Jennifer_Capriati,0,32
James_Wolfensohn,John_Kerry,0,32
Maria_Shriver,Dennis_Hastert,0,32
Gordon_Brown,Muhammad_Ali,0,32
Vincent_Brooks,Kim_Dae-jung,0,32
Kevin_Costner,Marco_Antonio_Barrera,0,32
George_Pataki,Wayne_Ferreira,0,31
Steve_Nash,Taha_Yassin_Ramadan,0,32
Thomas_OBrien,Princess_Caroline,0,32
Charles_Moose,Bill_McBride,0,31
Mohamed_ElBaradei,Yashwant_Sinha,0,32
Diana_Krall,Tom_Daschle,0,32
John_Manley,Erika_Harold,0,32
George_W_Bush,Nestor_Kirchner,0,32
Nestor_Kirchner,John_Ashcroft,0,32
Bob_Hope,Juan_Carlos_Ferrero,0,32
Bill_McBride,Larry_Brown,0,32
Lance_Bass,Hitomi_Soga,0,32
Mark_Hurlbert,Colin_Farrell,0,32
Robert_Zoellick,Trent_Lott,0,32
Kevin_Costner,Lucio_Gutierrez,0,32
Arminio_Fraga,Boris_Becker,0,32
Kamal_Kharrazi,Eduardo_Duhalde,0,32
Fidel_Castro,Tang_Jiaxuan,0,31
Shimon_Peres,Carmen_Electra,0,32
Kamal_Kharrazi,Kim_Dae-jung,0,32
Tommy_Thompson,Ricardo_Sanchez,0,32
Gloria_Macapagal_Arroyo,Jennifer_Lopez,0,32
Spencer_Abraham,John_Stockton,0,32
Jim_Furyk,Roh_Moo-hyun,0,32
Bill_Clinton,Venus_Williams,0,32
Habib_Rizieq,Hu_Jintao,0,32
Susan_Sarandon,Valery_Giscard_dEstaing,0,32
Kate_Hudson,Kim_Dae-jung,0,32
Madonna,Luis_Ernesto_Derbez_Bautista,0,32
Steffi_Graf,Andy_Roddick,0,32
Ralf_Schumacher,Tim_Henman,0,32
Alvaro_Uribe,Arnold_Schwarzenegger,0,32
Sarah_Jessica_Parker,Robert_Mueller,0,32
Gloria_Macapagal_Arroyo,John_McCain,0,32
John_Kerry,Chen_Shui-bian,0,32
Winona_Ryder,Bertie_Ahern,0,32
Hitomi_Soga,Heizo_Takenaka,0,32
Megawati_Sukarnoputri,Jimmy_Carter,0,32
Tom_Cruise,Sophia_Loren,0,32
Arnoldo_Aleman,Leonardo_DiCaprio,0,32
Rob_Marshall,William_Donaldson,0,32
Bertie_Ahern,Victoria_Clarke,0,32
Li_Peng,Elizabeth_Hurley,0,32
Winona_Ryder,Fujio_Cho,0,32
Charles_Taylor,Luis_Ernesto_Derbez_Bautista,0,32
Mark_Hurlbert,George_Pataki,0,32
Jake_Gyllenhaal,Julianne_Moore,0,31
Hans_Blix,Zinedine_Zidane,0,32
Tom_Hanks,Alejandro_Toledo,0,32
Tony_Stewart,Robert_Blake,0,32
Mike_Martz,Carmen_Electra,0,32
Fernando_Gonzalez,Geoff_Hoon,0,32
Tom_Daschle,Xanana_Gusmao,0,32
Robert_Duvall,Dick_Cheney,0,32
Chanda_Rubin,Clint_Eastwood,0,32
Christine_Todd_Whitman,Taha_Yassin_Ramadan,0,32
Kurt_Warner,Robert_Kocharian,0,32
Elsa_Zylberstein,William_Ford_Jr,0,32
Heidi_Klum,Gonzalo_Sanchez_de_Lozada,0,32
JK_Rowling,Bob_Graham,0,32
Alan_Greenspan,Edmund_Stoiber,0,32
Sylvester_Stallone,Tung_Chee-hwa,0,31
John_Kerry,Cruz_Bustamante,0,32
Ciro_Gomes,Jiang_Zemin,0,32
Rob_Marshall,Gerry_Adams,0,31
Tariq_Aziz,Tim_Henman,0,32
Abdullah_Gul,Oscar_De_La_Hoya,0,32
Angela_Merkel,Al_Gore,0,31
Paul_Martin,David_Trimble,0,32
Roh_Moo-hyun,Gerry_Adams,0,32
Gray_Davis,John_Abizaid,0,32
Joe_Lieberman,Michael_Schumacher,0,32
John_Manley,Nancy_Pelosi,0,32
Denzel_Washington,Jean_Chretien,0,32
Paul_McCartney,Jackie_Chan,0,32
Mahmoud_Abbas,Pedro_Almodovar,0,32
Ana_Guevara,Pervez_Musharraf,0,32
Yoriko_Kawaguchi,Jacques_Chirac,0,32
Cruz_Bustamante,Michael_Schumacher,0,32
Saddam_Hussein,JK_Rowling,0,31
Vincent_Brooks,Tom_Daschle,0,32
Lance_Armstrong,Michael_Chiklis,0,32
Richard_Armitage,Silvio_Berlusconi,0,32
Clara_Harris,Mireya_Moscoso,0,32
Keanu_Reeves,Angelina_Jolie,0,32
Atal_Bihari_Vajpayee,Kamal_Kharrazi,0,31
Denzel_Washington,Erika_Harold,0,32
Rudolph_Giuliani,Rick_Perry,0,32
Lucy_Liu,Kofi_Annan,0,31
Alejandro_Toledo,Anna_Kournikova,0,31
Kim_Clijsters,Michael_Schumacher,0,32
Michelle_Yeoh,Russell_Simmons,0,32
Steve_Lavin,Ricardo_Sanchez,0,32
Jose_Maria_Aznar,Ashanti,0,32
Li_Zhaoxing,Tim_Robbins,0,32
Cruz_Bustamante,George_W_Bush,0,32
Sergio_Vieira_De_Mello,Leonid_Kuchma,0,32
Yashwant_Sinha,Kofi_Annan,0,32
Tony_Blair,Luiz_Inacio_Lula_da_Silva,0,32
Pedro_Almodovar,Norah_Jones,0,32
Prince_Charles,Michael_Chiklis,0,31
Jiri_Novak,Michael_Powell,0,32
Julianne_Moore,Martha_Stewart,0,32
Michael_Chiklis,Jean_Chretien,0,32
Mohammed_Al-Douri,Ariel_Sharon,0,32
Mahathir_Mohamad,Jon_Gruden,0,32
Mick_Jagger,Mike_Myers,0,32
Mick_Jagger,Rudolph_Giuliani,0,32
Princess_Caroline,Yoko_Ono,0,32
Michael_Powell,Amelie_Mauresmo,0,32
Angela_Bassett,Matthew_Perry,0,32
Ray_Romano,Bill_Simon,0,32
Kevin_Costner,Roger_Federer,0,32
Venus_Williams,Naji_Sabri,0,32
Carrie-Anne_Moss,Matthew_Perry,0,32
Jeb_Bush,Kofi_Annan,0,32
Naji_Sabri,Fernando_Gonzalez,0,32
Nestor_Kirchner,Rob_Marshall,0,32
Chanda_Rubin,Pamela_Anderson,0,32
Robert_Blake,Norm_Coleman,0,32
Nick_Nolte,Nancy_Pelosi,0,32
Colin_Powell,Leonardo_DiCaprio,0,32
Kim_Clijsters,Javier_Solana,0,32
Angela_Bassett,Pervez_Musharraf,0,32
Kevin_Costner,Jeb_Bush,0,32
Yasser_Arafat,Sylvester_Stallone,0,32
Sean_OKeefe,Fidel_Castro,0,32
Nia_Vardalos,Silvio_Berlusconi,0,32
Richard_Gere,John_Stockton,0,32
Leonid_Kuchma,Alvaro_Uribe,0,32
Tommy_Thompson,Carlos_Moya,0,32
Princess_Caroline,Michelle_Kwan,0,32
Tom_Harkin,Enrique_Bolanos,0,32
Adrien_Brody,Vicente_Fernandez,0,31
Michelle_Kwan,Jacques_Rogge,0,32
Michael_Douglas,Carlos_Menem,0,32
Tommy_Thompson,Dominique_de_Villepin,0,32
John_Snow,Ray_Romano,0,32
Nicole_Kidman,John_Abizaid,0,32
Ana_Guevara,William_Donaldson,0,32
Hugh_Grant,Tom_Harkin,0,32
Paradorn_Srichaphan,Mireya_Moscoso,0,32
Naomi_Watts,Meryl_Streep,0,32
John_Ashcroft,Ron_Dittemore,0,32
Kofi_Annan,Hugo_Chavez,0,32
Julianne_Moore,Charles_Taylor,0,32
Recep_Tayyip_Erdogan,Kristanna_Loken,0,32
Romano_Prodi,Gunter_Pleuger,0,32
Sheryl_Crow,Scott_Peterson,0,32
Richard_Gephardt,Ari_Fleischer,0,32
Paradorn_Srichaphan,George_Clooney,0,32
Martina_McBride,John_Travolta,0,32
Justine_Pasek,Jelena_Dokic,0,32
Catherine_Deneuve,Yashwant_Sinha,0,32
Bill_Graham,Natalie_Maines,0,32
Claudia_Pechstein,Paradorn_Srichaphan,0,32
Gonzalo_Sanchez_de_Lozada,Tom_Ridge,0,32
Jack_Straw,Charlton_Heston,0,32
George_W_Bush,Edward_Lu,0,32
James_Blake,Andre_Agassi,0,32
Clara_Harris,Mahathir_Mohamad,0,32
Salma_Hayek,Marco_Antonio_Barrera,0,32
Ralf_Schumacher,Zhu_Rongji,0,32
Jennifer_Capriati,Yashwant_Sinha,0,32
Hal_Gehman,Jean_Charest,0,31
Heidi_Klum,Renee_Zellweger,0,32
Tom_Ridge,William_Macy,0,32
John_McCain,Ali_Naimi,0,32
Robert_Duvall,Ana_Guevara,0,32
LeBron_James,Fernando_Henrique_Cardoso,0,32
Bob_Stoops,Oswaldo_Paya,0,32
Scott_Peterson,Lindsay_Davenport,0,32
Spencer_Abraham,Ludivine_Sagnier,0,32
Roh_Moo-hyun,John_Stockton,0,32
Gonzalo_Sanchez_de_Lozada,Li_Zhaoxing,0,32
Albert_Costa,Monica_Seles,0,31
Javier_Solana,Choi_Sung-hong,0,32
Clint_Eastwood,Arminio_Fraga,0,32
Richard_Gere,Scott_McClellan,0,32
Richard_Armitage,Gerry_Adams,0,32
Silvan_Shalom,Shimon_Peres,0,32
Vicente_Fernandez,Roh_Moo-hyun,0,32
Bulent_Ecevit,William_Ford_Jr,0,32
Tom_Cruise,Frank_Solich,0,31
Eduard_Shevardnadze,Madonna,0,32
Pedro_Malan,Gunter_Pleuger,0,32
Mick_Jagger,Calista_Flockhart,0,32
Shimon_Peres,Arnoldo_Aleman,0,32
Vicente_Fox,Binyamin_Ben-Eliezer,0,32
Sergey_Lavrov,Britney_Spears,0,32
Hans_Blix,Yasser_Arafat,0,32
LeBron_James,Robert_Mueller,0,32
Matthew_Perry,Steffi_Graf,0,32
Kamal_Kharrazi,Ali_Naimi,0,31
Goldie_Hawn,Joseph_Biden,0,32
Colin_Farrell,Carlos_Menem,0,32
Tiger_Woods,Binyamin_Ben-Eliezer,0,32
Tom_Crean,Emanuel_Ginobili,0,32
Paula_Radcliffe,Gunter_Pleuger,0,32
Meryl_Streep,Renee_Zellweger,0,32
Silvan_Shalom,Ahmed_Chalabi,0,31
John_Abizaid,Richard_Armitage,0,32
Michael_Bloomberg,Jay_Garner,0,32
Steve_Nash,Fujio_Cho,0,32
Vaclav_Havel,Kurt_Warner,0,30
Paradorn_Srichaphan,Sergei_Ivanov,0,32
Alastair_Campbell,Calista_Flockhart,0,32
Gil_de_Ferran,Tung_Chee-hwa,0,31
Ron_Dittemore,Zhu_Rongji,0,32
Michael_Bloomberg,Serena_Williams,0,32
Thaksin_Shinawatra,John_Edwards,0,32
George_HW_Bush,Robert_Mueller,0,31
Xanana_Gusmao,Dick_Cheney,0,32
Paul_Bremer,Roger_Federer,0,32
John_Howard,George_Lopez,0,32
Gene_Robinson,Grant_Hackett,0,32
Hitomi_Soga,Bill_McBride,0,32
Jelena_Dokic,Vaclav_Havel,0,32
Pedro_Malan,Woody_Allen,0,32
Ahmed_Chalabi,Fernando_Gonzalez,0,32
Paul_Burrell,Maria_Shriver,0,32
Woody_Allen,William_Macy,0,32
Sourav_Ganguly,Tiger_Woods,0,32
Rubens_Barrichello,Junichiro_Koizumi,0,32
Binyamin_Ben-Eliezer,Britney_Spears,0,32
Bob_Stoops,Chanda_Rubin,0,32
Kalpana_Chawla,Ali_Naimi,0,32
George_Lopez,Angela_Merkel,0,32
Fernando_Henrique_Cardoso,Tommy_Franks,0,31
James_Wolfensohn,Mike_Myers,0,32
Maria_Shriver,Tom_Harkin,0,32
Nicole_Kidman,Ben_Affleck,0,31
Juan_Pablo_Montoya,Amelia_Vega,0,32
Christine_Todd_Whitman,Gloria_Macapagal_Arroyo,0,32
Vaclav_Havel,Dominique_de_Villepin,0,32
Natalie_Maines,Rainer_Schuettler,0,31
Jean-David_Levitte,Amelia_Vega,0,32
Hu_Jintao,Scott_Peterson,0,32
Kim_Clijsters,Heidi_Klum,0,32
Nicanor_Duarte_Frutos,Yoko_Ono,0,32
Fidel_Castro,Justin_Timberlake,0,31
Jay_Garner,John_Bolton,0,32
Ana_Guevara,Liza_Minnelli,0,32
William_Donaldson,Sarah_Hughes,0,32
Amelie_Mauresmo,Hans_Blix,0,32
Natalie_Maines,Norm_Coleman,0,31
Susan_Sarandon,Jason_Kidd,0,32
David_Nalbandian,Sergey_Lavrov,0,32
Gray_Davis,Heizo_Takenaka,0,30
Kurt_Warner,Roger_Federer,0,32
David_Heymann,George_W_Bush,0,32
Amelie_Mauresmo,Harrison_Ford,0,32
Bill_Frist,Marco_Antonio_Barrera,0,32
John_Howard,Bob_Stoops,0,32
Jiri_Novak,Megawati_Sukarnoputri,0,32
Colin_Farrell,Ari_Fleischer,0,32
